branchiness, depthicity, nodeCount, ruleCount, selectorsUsed.tag, selectorsUsed.universal, selectorsUsed.id, selectorsUsed.descendant, selectorsUsed.child, selectorsUsed.adjacentSibling, selectorsUsed.generalSibling, HTMLDocumentParser::processParsedChunkFromBackgroundParser, Document::updateStyle, FrameView::performLayout
50, 2, 1957, 50, 0, 274, 0, 224, 0, 0, 0, 36661, 8907, 42330
50, 2, 1664, 36, 0, 170, 0, 134, 0, 0, 0, 46400, 8051, 21880
50, 2, 1344, 18, 0, 43, 0, 25, 0, 0, 0, 56278, 6823, 29028
50, 2, 1818, 28, 0, 118, 0, 90, 0, 0, 0, 54982, 10247, 35516
50, 2, 1757, 12, 0, 54, 0, 42, 0, 0, 0, 28807, 6187, 37030
50, 2, 1875, 21, 0, 129, 0, 108, 0, 0, 0, 53724, 7897, 26772
50, 2, 1632, 23, 0, 98, 0, 75, 0, 0, 0, 37217, 9017, 17550
50, 2, 1743, 9, 0, 46, 0, 37, 0, 0, 0, 33133, 6392, 28317
50, 2, 2091, 36, 0, 171, 0, 135, 0, 0, 0, 51776, 10248, 37156
50, 2, 1795, 9, 0, 34, 0, 25, 0, 0, 0, 39161, 7715, 30777
50, 2, 1706, 1, 0, 18, 0, 17, 0, 0, 0, 31434, 5853, 31180
50, 2, 1495, 16, 0, 73, 0, 57, 0, 0, 0, 44157, 5241, 27088
50, 2, 2126, 28, 0, 113, 0, 85, 0, 0, 0, 24318, 8355, 22859
50, 2, 1321, 46, 0, 221, 0, 175, 0, 0, 0, 27671, 6858, 26917
50, 2, 1987, 18, 0, 103, 0, 85, 0, 0, 0, 23853, 6214, 26727
50, 2, 2352, 5, 0, 28, 0, 23, 0, 0, 0, 47991, 8180, 41339
50, 2, 1193, 25, 0, 144, 0, 119, 0, 0, 0, 25440, 5103, 17494
50, 2, 1763, 36, 0, 165, 0, 129, 0, 0, 0, 45664, 6564, 31149
50, 2, 1860, 37, 0, 183, 0, 146, 0, 0, 0, 36313, 7580, 26821
50, 2, 1795, 26, 0, 109, 0, 83, 0, 0, 0, 30264, 7728, 21392
50, 2, 1510, 32, 0, 206, 0, 174, 0, 0, 0, 25733, 6907, 27577
50, 2, 1611, 11, 0, 81, 0, 70, 0, 0, 0, 31476, 6772, 34746
50, 2, 2376, 47, 0, 221, 0, 174, 0, 0, 0, 42081, 13749, 57098
50, 2, 2093, 23, 0, 103, 0, 80, 0, 0, 0, 48208, 7567, 23664
50, 2, 1569, 48, 0, 264, 0, 216, 0, 0, 0, 38680, 7177, 19623
50, 2, 1895, 17, 0, 81, 0, 64, 0, 0, 0, 39586, 7994, 39206
50, 2, 1735, 10, 0, 75, 0, 65, 0, 0, 0, 36991, 6779, 31365
50, 2, 1821, 35, 0, 161, 0, 126, 0, 0, 0, 47455, 9512, 26651
50, 2, 1681, 45, 0, 177, 0, 132, 0, 0, 0, 34304, 7546, 21007
50, 2, 1505, 5, 0, 26, 0, 21, 0, 0, 0, 45436, 6791, 28646
50, 2, 1768, 32, 0, 202, 0, 170, 0, 0, 0, 27977, 8489, 45365
50, 2, 2030, 22, 0, 115, 0, 93, 0, 0, 0, 34834, 5904, 28212
50, 2, 1477, 24, 0, 130, 0, 106, 0, 0, 0, 27484, 5305, 21343
50, 2, 1609, 20, 0, 106, 0, 86, 0, 0, 0, 47213, 6483, 43113
50, 2, 2209, 17, 0, 62, 0, 45, 0, 0, 0, 36609, 7033, 23162
50, 2, 1467, 22, 0, 92, 0, 70, 0, 0, 0, 35181, 5161, 30346
50, 2, 1466, 31, 0, 183, 0, 152, 0, 0, 0, 32120, 8387, 23353
50, 2, 2359, 7, 0, 29, 0, 22, 0, 0, 0, 63327, 12731, 29163
50, 2, 1986, 19, 0, 82, 0, 63, 0, 0, 0, 37979, 8684, 27573
50, 2, 2222, 30, 0, 143, 0, 113, 0, 0, 0, 40737, 10231, 27334
50, 2, 1830, 44, 0, 232, 0, 188, 0, 0, 0, 25381, 7361, 32403
50, 2, 1473, 4, 0, 4, 0, 0, 0, 0, 0, 34327, 7340, 21683
50, 2, 1995, 3, 0, 15, 0, 12, 0, 0, 0, 34907, 7068, 23654
50, 2, 2297, 11, 0, 42, 0, 31, 0, 0, 0, 42706, 8757, 33403
50, 2, 2114, 19, 0, 78, 0, 59, 0, 0, 0, 42472, 7312, 27036
50, 2, 1429, 35, 0, 184, 0, 149, 0, 0, 0, 31357, 5786, 33938
50, 2, 2369, 13, 0, 56, 0, 43, 0, 0, 0, 38600, 13163, 41865
50, 2, 2046, 14, 0, 74, 0, 60, 0, 0, 0, 36379, 6752, 36203
50, 2, 1753, 11, 0, 68, 0, 57, 0, 0, 0, 47357, 6892, 26027
50, 2, 1515, 2, 0, 17, 0, 15, 0, 0, 0, 27779, 5912, 20977
50, 2, 1644, 35, 0, 209, 0, 174, 0, 0, 0, 53066, 7872, 21534
50, 2, 1557, 23, 0, 181, 0, 158, 0, 0, 0, 26369, 6706, 35546
50, 2, 1824, 39, 0, 238, 0, 199, 0, 0, 0, 25493, 7815, 26725
50, 2, 1598, 13, 0, 43, 0, 30, 0, 0, 0, 37208, 6354, 23061
50, 2, 1496, 3, 0, 9, 0, 6, 0, 0, 0, 36185, 6428, 31921
50, 2, 2235, 41, 0, 222, 0, 181, 0, 0, 0, 44037, 8966, 26955
50, 2, 1985, 44, 0, 231, 0, 187, 0, 0, 0, 56188, 8215, 22558
50, 2, 1367, 29, 0, 176, 0, 147, 0, 0, 0, 30894, 5573, 30147
50, 2, 2035, 30, 0, 151, 0, 121, 0, 0, 0, 57175, 10309, 31248
50, 2, 1470, 7, 0, 52, 0, 45, 0, 0, 0, 27313, 5391, 28065
50, 2, 1589, 32, 0, 161, 0, 129, 0, 0, 0, 26629, 6527, 21287
50, 2, 2270, 33, 0, 153, 0, 120, 0, 0, 0, 32196, 8078, 36020
50, 2, 1664, 19, 0, 157, 0, 138, 0, 0, 0, 29118, 9064, 37647
50, 2, 1392, 12, 0, 84, 0, 72, 0, 0, 0, 44912, 7204, 33007
50, 2, 1718, 26, 0, 103, 0, 77, 0, 0, 0, 40778, 7027, 31050
50, 2, 1526, 50, 0, 262, 0, 212, 0, 0, 0, 31241, 7581, 31796
50, 2, 1417, 4, 0, 13, 0, 9, 0, 0, 0, 39498, 7457, 34169
50, 2, 1690, 3, 0, 29, 0, 26, 0, 0, 0, 21799, 5069, 30810
50, 2, 1800, 24, 0, 105, 0, 81, 0, 0, 0, 36349, 10330, 39926
